route_id,service_id,trip_id,trip_headsign,direction_id,block_id
6,1,586,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,587,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,588,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,589,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,590,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,591,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,592,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,593,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,594,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,595,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,596,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,597,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,598,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,599,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,600,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,601,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,602,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,603,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,604,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,605,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,606,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,607,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,608,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,609,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,610,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,611,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,612,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,613,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,614,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,615,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,616,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,617,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,618,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,619,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,620,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,621,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,622,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,623,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,624,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,625,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,626,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,627,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,628,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,629,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,630,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,631,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,632,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,633,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,634,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,635,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
