trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
500,25:24:00,25:24:00,42673,1,0,0,0.0000
500,25:26:00,25:26:00,38229,2,0,0,0.9303
500,25:28:00,25:28:00,37005,3,0,0,1.7907
500,25:30:00,25:30:00,37004,4,0,0,2.3530
500,25:32:00,25:32:00,37003,5,0,0,3.5631
500,25:33:00,25:33:00,37002,6,0,0,4.2112
500,25:36:00,25:36:00,36998,7,0,0,5.6330
500,25:39:00,25:39:00,36997,8,0,0,6.3144
500,25:40:00,25:40:00,36996,9,0,0,6.5917
500,25:42:00,25:42:00,36995,10,0,0,6.9996
500,25:44:00,25:44:00,36994,11,0,0,7.2936
500,25:46:00,25:46:00,37376,12,0,0,7.5424
500,25:48:00,25:48:00,37377,13,0,0,7.8892
500,25:51:00,25:51:00,37378,14,0,0,8.1822
500,25:55:00,25:55:00,39348,15,0,0,9.1400
501,05:36:00,05:36:00,38579,1,0,0,0.0000
501,05:38:00,05:38:00,38578,2,0,0,0.6373
501,05:40:00,05:40:00,9878,3,0,0,1.2936
501,05:43:00,05:43:00,17699,4,0,0,2.4542
501,05:46:00,05:46:00,38442,5,0,0,3.7364
501,05:47:00,05:47:00,38441,6,0,0,4.3557
501,05:53:00,05:53:00,37378,7,0,0,5.7284
501,05:55:00,05:55:00,37377,8,0,0,6.0214
501,05:57:00,05:57:00,37376,9,0,0,6.3682
501,05:59:00,05:59:00,36994,10,0,0,6.6170
501,06:01:00,06:01:00,36995,11,0,0,6.9110
501,06:03:00,06:03:00,36996,12,0,0,7.3189
501,06:04:00,06:04:00,36997,13,0,0,7.5962
501,06:07:00,06:07:00,36998,14,0,0,8.2777
501,06:10:00,06:10:00,36999,15,0,0,9.1508
501,06:12:00,06:12:00,37000,16,0,0,9.4924
501,06:14:00,06:14:00,37001,17,0,0,10.0597
502,05:56:00,05:56:00,38579,1,0,0,0.0000
502,05:58:00,05:58:00,38578,2,0,0,0.6373
502,06:00:00,06:00:00,9878,3,0,0,1.2936
502,06:03:00,06:03:00,17699,4,0,0,2.4542
502,06:06:00,06:06:00,38442,5,0,0,3.7364
502,06:07:00,06:07:00,38441,6,0,0,4.3557
502,06:13:00,06:13:00,37378,7,0,0,5.7284
502,06:15:00,06:15:00,37377,8,0,0,6.0214
502,06:17:00,06:17:00,37376,9,0,0,6.3682
502,06:19:00,06:19:00,36994,10,0,0,6.6170
502,06:21:00,06:21:00,36995,11,0,0,6.9110
502,06:23:00,06:23:00,36996,12,0,0,7.3189
502,06:24:00,06:24:00,36997,13,0,0,7.5962
502,06:27:00,06:27:00,36998,14,0,0,8.2777
502,06:30:00,06:30:00,36999,15,0,0,9.1508
502,06:32:00,06:32:00,37000,16,0,0,9.4924
502,06:34:00,06:34:00,37001,17,0,0,10.0597
503,06:16:00,06:16:00,38579,1,0,0,0.0000
503,06:18:00,06:18:00,38578,2,0,0,0.6373
503,06:20:00,06:20:00,9878,3,0,0,1.2936
503,06:23:00,06:23:00,17699,4,0,0,2.4542
503,06:26:00,06:26:00,38442,5,0,0,3.7364
503,06:27:00,06:27:00,38441,6,0,0,4.3557
503,06:33:00,06:33:00,37378,7,0,0,5.7284
503,06:35:00,06:35:00,37377,8,0,0,6.0214
503,06:37:00,06:37:00,37376,9,0,0,6.3682
503,06:39:00,06:39:00,36994,10,0,0,6.6170
503,06:41:00,06:41:00,36995,11,0,0,6.9110
503,06:43:00,06:43:00,36996,12,0,0,7.3189
503,06:44:00,06:44:00,36997,13,0,0,7.5962
503,06:47:00,06:47:00,36998,14,0,0,8.2777
503,06:50:00,06:50:00,36999,15,0,0,9.1508
503,06:52:00,06:52:00,37000,16,0,0,9.4924
503,06:54:00,06:54:00,37001,17,0,0,10.0597
504,06:36:00,06:36:00,38579,1,0,0,0.0000
504,06:38:00,06:38:00,38578,2,0,0,0.6373
504,06:40:00,06:40:00,9878,3,0,0,1.2936
504,06:43:00,06:43:00,17699,4,0,0,2.4542
504,06:46:00,06:46:00,38442,5,0,0,3.7364
504,06:47:00,06:47:00,38441,6,0,0,4.3557
504,06:53:00,06:53:00,37378,7,0,0,5.7284
504,06:55:00,06:55:00,37377,8,0,0,6.0214
504,06:57:00,06:57:00,37376,9,0,0,6.3682
504,06:59:00,06:59:00,36994,10,0,0,6.6170
504,07:01:00,07:01:00,36995,11,0,0,6.9110
504,07:03:00,07:03:00,36996,12,0,0,7.3189
504,07:04:00,07:04:00,36997,13,0,0,7.5962
504,07:07:00,07:07:00,36998,14,0,0,8.2777
504,07:10:00,07:10:00,36999,15,0,0,9.1508
504,07:12:00,07:12:00,37000,16,0,0,9.4924
504,07:14:00,07:14:00,37001,17,0,0,10.0597
505,06:56:00,06:56:00,38579,1,0,0,0.0000
505,06:58:00,06:58:00,38578,2,0,0,0.6373
505,07:00:00,07:00:00,9878,3,0,0,1.2936
505,07:03:00,07:03:00,17699,4,0,0,2.4542
