stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id
150,"UPPER MONTCLAIR",,40.842006,-74.209365,1357
151,"WALDWICK",,41.012736,-74.123412,2637
152,"WALNUT STREET",,40.817218,-74.209630,1357
153,"WATCHUNG AVENUE",,40.829519,-74.206931,1357
154,"WATSESSING AVENUE",,40.782743,-74.198451,1101
155,"WESTFIELD",,40.649450,-74.347629,2125
156,"WESTWOOD",,40.990817,-74.032696,2381
157,"WHITE HOUSE",,40.615616,-74.770660,4941
158,"WOODBRIDGE",,40.553133,-74.276892,2637
159,"WOODCLIFF LAKE",,41.021078,-74.040772,2637
160,"WOOD RIDGE",,40.843974,-74.078716,845
6900,"MILITARY PARK LIGHT RAIL STATION",,40.737408,-74.170800,336
6907,"DAVENPORT AVENUE LIGHT RAIL STATION",,40.772330,-74.178262,336
6957,"NORFOLK AND CENTRAL LIGHT RAIL STATION",,40.745319,-74.183033,336
6966,"PARK AVE NEWARK LIGHT RAIL STATION",,40.758538,-74.184981,336
6995,"WARREN STREET LIGHT RAIL STATION",,40.742420,-74.181230,336
6997,"WASHINGTON STREET LIGHT RAIL STATION",,40.738290,-74.174071,336
9878,"PORT IMPERIAL HBLR STATION",,40.775919,-74.012921,336
14984,"BLOOMFIELD AVE LIGHT RAIL STATION",,40.765460,-74.179863,336
14986,"ORANGE STREET LIGHT RAIL STATION",,40.750629,-74.184951,336
17699,"LINCOLN HARBOR HBLR STATION",,40.761399,-74.024000,336
24070,"PRINCETON JUNCTION ON VAUGHN DRIVE",,40.316020,-74.626881,8192
26316,"BRANCH BROOK PARK STATION",,40.779638,-74.174752,336
26326,"PENN STATION LIGHT RAIL",,40.734810,-74.163603,336
32905,"HAMILTON",,40.255309,-74.704120,5197
32906,"JERSEY AVE.",,40.476912,-74.467360,3661
36994,"EXCHANGE PLACE HBLR STATION",,40.716009,-74.034092,336
36995,"ESSEX STREET HBLR STATION",,40.712838,-74.036082,336
36996,"MARIN BOULEVARD HBLR STATION",,40.714428,-74.043241,336
36997,"JERSEY AVENUE HBLR STATION",,40.714978,-74.048483,336
36998,"LIBERTY STATE PARK PARK-RIDE HBLR",,40.710378,-74.055812,336
36999,"GARFIELD AVENUE HBLR STATION",,40.710509,-74.071120,336
37000,"ML KING DRIVE HBLR STATION",,40.712008,-74.077323,336
37001,"WEST SIDE AVE HBLR STATION",,40.714548,-74.087581,336
37002,"RICHARD STREET HBLR STATION",,40.699118,-74.078643,336
37003,"DANFORTH AVENUE HBLR STATION",,40.692357,-74.087262,336
37004,"E 45TH STREET HBLR STATION",,40.678670,-74.101673,336
37005,"E 34TH STREET HBLR STATION",,40.671778,-74.107493,336
37169,"MATAWAN",,40.420161,-74.223702,3917
37376,"HARBORSIDE HBLR STATION",,40.719527,-74.034003,336
37377,"HARSIMUS COVE HBLR STATION",,40.722668,-74.037281,336
37378,"NEWPORT HBLR STATION",,40.726819,-74.036233,336
37953,"NEWARK AIRPORT RAILROAD STATION",,40.704415,-74.190717,1345
38064,"SILVER LAKE LIGHT RAIL STOP",,40.780298,-74.180473,336
38065,"GROVE STREET LIGHT RAIL STATION",,40.780317,-74.187931,336
38081,"MSU",,40.869782,-74.197439,1613
38105,"UNION",,40.683665,-74.238605,1357
38174,"FRANK R LAUTENBERG SECAUCUS LOWER LEVEL",,40.761188,-74.075821,333
38187,"FRANK R LAUTENBERG SECAUCUS UPPER LEVEL",,40.761188,-74.075821,329
38229,"22ND ST HBLR STATION",,40.661277,-74.116410,336
38291,"TRENTON TRANSIT CENTER",,40.218348,-74.755194,336
38292,"HAMILTON AVENUE",,40.211928,-74.755882,336
38293,"CASS STREET",,40.205409,-74.754313,336
38294,"BORDENTOWN",,40.148110,-74.716271,336
38295,"ROEBLING",,40.116909,-74.770202,336
38296,"FLORENCE",,40.100048,-74.805112,336
38297,"BURLINGTON TOWNE CTR",,40.077358,-74.859421,336
38298,"BURLINGTON SOUTH",,40.074558,-74.868981,336
38299,"BEVERLY/EDGEWATER PARK",,40.061120,-74.915131,336
38300,"DELANCO",,40.048068,-74.950280,336
38301,"RIVERSIDE",,40.039219,-74.958842,336
38302,"CINNAMINSON",,40.016557,-74.999942,336
38303,"RIVERTON",,40.008939,-75.013082,336
38304,"PALMYRA",,40.004240,-75.021123,336
38305,"ROUTE 73/PENNSAUKEN",,39.993109,-75.039610,336
38306,"36TH STREET STATION",,39.960960,-75.079622,336
38307,"WALTER RAND TRANS CTR",,39.943258,-75.120210,336
38308,"COOPER ST/RUTGERS UNIV",,39.947598,-75.124070,336
38309,"AQUARIUM",,39.945647,-75.128693,336
38310,"ENTERTAINMENT CENTER",,39.940948,-75.128473,336
38417,"RAMSEY ROUTE 17 STATION",,41.075130,-74.145485,3149
38441,"2ND STREET HBLR",,40.740789,-74.043101,336
38442,"9TH STREET HBLR",,40.748867,-74.038522,336
38578,"BERGENLINE AVE",,40.781638,-74.021801,336
38579,"TONNELLE AVE HBLR STATION",,40.787330,-74.031263,336
39130,"BROAD STREET LIGHT RAIL STATION",,40.747209,-74.171510,336
39131,"RIVERFRONT STADIUM LIGHT RAIL STOP",,40.745628,-74.169281,336
39132,"WASHINGTON PARK LIGHT RAIL STOP",,40.743938,-74.169853,336
39133,"ATLANTIC STREET LIGHT RAIL STOP",,40.744160,-74.168491,336
39134,"NJ PERFORMING ARTS CENTER AT CENTRE ST",,40.739498,-74.165580,336
39348,"HOBOKEN HBLR TERMINAL",,40.734059,-74.029192,336
39472,"MOUNT ARLINGTON",,40.896590,-74.632731,4941
39635,"WAYNE/ROUTE 23 TRANSIT CENTER [RR]",,40.900256,-74.256971,2381
40570,"MEADOWLANDS SPORTS COMPLEX STATION",,40.813053,-74.072114,845
41586,"PRINCETON RAILROAD STATION",,40.343409,-74.659872,336
42545,"PENN STATION LIGHT RAIL",,40.734810,-74.163603,0
42673,"8TH ST HBLR STATION",,40.654298,-74.129142,0
